id,label,timeset,v_name,degree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
n22,GG,,GG,1,5.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n23,GOIN,,GOIN,6,81.0,6.0,0.3489968321013728,0.377029752899649,2.701589897664077E-4,0.03976174,0.03976174,23,0.001360090578902958,0,0.5333333333333333,8,0.09697065889037465
n24,Google,,Google,1,6.0,8.0,0.2147498375568551,0.22196347525394378,0.0,2.1595534E-4,2.1595534E-4,13,4.6796728732103E-4,0,0.0,0,0.001141919422721565
n25,Google検索,,Google検索,2,15.0,7.0,0.25531093086133644,0.2677148620416391,4.909058077601749E-5,0.002203978,0.002203978,13,7.169016728991429E-4,0,0.0,0,0.005999134461178702
n26,J,,J,1,5.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n27,JJJ,,JJJ,1,8.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n28,JOOY,,JOOY,8,82.0,6.0,0.33724489795918366,0.3648512355017668,3.877967921067219E-4,0.045012143,0.045012143,23,0.0016295938826566257,0,0.4642857142857143,13,0.10588201328729929
n29,K,,K,1,41.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n30,KPI,,KPI,1,5.0,7.0,0.2505686125852919,0.26100785246019675,0.0,0.0011755923,0.0011755923,13,4.40768071982754E-4,0,0.0,0,0.0032487822340828143
n31,L,,L,1,15.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n32,LL,,LL,1,6.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n33,M,,M,1,6.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n34,MERY,,MERY,13,157.0,6.0,0.38318840579710145,0.416717095310137,0.0058355722499686055,0.08539037,0.08539037,30,0.0027347509768504957,0,0.28205128205128205,22,0.2043176652305228
n35,MMM,,MMM,1,5.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n36,O,,O,1,9.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n37,OGP,,OGP,1,21.0,6.0,0.2932564330079858,0.31149773071104464,0.0,0.009760588,0.009760588,27,3.8642169688780307E-4,0,0.0,0,0.022591039922983544
n38,OK,,OK,1,5.0,9.0,0.17385586533403471,0.17890341714093733,0.0,5.7483207E-6,5.7483207E-6,20,7.215195759967459E-4,0,0.0,0,6.242105220356247E-4
n39,PO,,PO,6,63.0,6.0,0.3508492569002123,0.37856782652546844,0.002079148188060676,0.03413696,0.03413696,4,0.0015090351140318557,0,0.26666666666666666,4,0.08619004474485073
n40,PP,,PP,1,6.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n41,PUUL,,PUUL,4,51.0,6.0,0.34553058024046,0.37160867372667883,1.1245236628739282E-4,0.029246347,0.029246347,23,0.001006677616883168,0,0.6666666666666666,4,0.07323141719686413
n42,Palette,,Palette,2,15.0,6.0,0.2845458458889367,0.3013867876954113,0.0,0.0046498794,0.0046498794,31,6.364411779389258E-4,0,1.0,1,0.013863500841325848
n43,Q,,Q,1,36.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n44,QQ,,QQ,1,11.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n45,R,,R,1,9.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n46,RR,,RR,1,18.0,7.0,0.27610693400167086,0.2962574742453713,0.0,0.0050432263,0.0050432263,26,4.551902275281746E-4,0,0.0,0,0.014532207952906079
n47,SEO,,SEO,7,115.0,6.0,0.34862869198312235,0.37750882501260913,0.0019526439413147536,0.03526977,0.03526977,26,0.0017600198229367112,0,0.2857142857142857,6,0.08817124365416758
n48,SEODAU,,SEODAU,6,55.0,6.0,0.3351926977687627,0.3611951588502286,0.002774791556348457,0.026341189,0.026341189,30,0.0015670788299740367,0,0.2,3,0.06550161081534103
