id,label,timeset,v_name,modularity_class,degree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,pageranks,componentnumber,clustering,triangles,eigencentrality
n15,E,,E,32,2,73.0,7.0,0.2835432045158489,0.3052723692846206,7.739094963331413E-5,0.006980742,0.006980742,6.761828012154341E-4,0,0.0,0,0.019850880587655027
n16,EE,,EE,32,1,7.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n17,EEE,,EEE,32,1,7.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n18,F,,F,32,1,16.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n19,FF,,FF,32,1,15.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n20,FindTravel,,FindTravel,4,10,176.0,6.0,0.37723859041016755,0.40860132720776027,0.0036986870898118216,0.06827184,0.06827184,0.0021951821080384163,0,0.3111111111111111,14,0.16735294995603253
n21,G,,G,32,1,52.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n22,GG,,GG,32,1,5.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n23,GOIN,,GOIN,37,6,81.0,6.0,0.34863854778430325,0.37679938744257474,2.770369590575174E-4,0.039684467,0.039684467,0.0013770607555952388,0,0.5333333333333333,8,0.09707279806737407
n24,Google,,Google,40,1,6.0,8.0,0.21466140696909927,0.2219007511120831,0.0,2.1501316E-4,2.1501316E-4,4.7365381616132314E-4,0,0.0,0,0.001141284623423826
n25,Google検索,,Google検索,40,2,15.0,7.0,0.25537739538521703,0.26775322686501807,5.0488108277552284E-5,0.0021937555,0.0021937555,7.258301874327408E-4,0,0.0,0,0.0059953654845585885
n26,J,,J,32,1,5.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n27,JJJ,,JJJ,32,1,8.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n28,JOOY,,JOOY,37,8,82.0,6.0,0.3367715317173801,0.36447166921899105,3.924654026078536E-4,0.0449249,0.0449249,0.0016497888266594726,0,0.4642857142857143,13,0.10599207742125774
n29,K,,K,32,1,41.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n30,KPI,,KPI,8,1,5.0,7.0,0.2503834355828221,0.26088747903449205,0.0,0.0011668977,0.0011668977,4.463921866425905E-4,0,0.0,0,0.0032410802005545243
n31,L,,L,32,1,15.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n32,LL,,LL,32,1,6.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n33,M,,M,32,1,6.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n34,MERY,,MERY,41,13,158.0,6.0,0.38276670574443145,0.41633486472690245,0.005871344643656454,0.08483141,0.08483141,0.002767845042784362,0,0.28205128205128205,22,0.20373100241763
n35,MMM,,MMM,32,1,5.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n36,O,,O,32,1,9.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n37,OGP,,OGP,34,1,21.0,6.0,0.29269385925593905,0.3109239407861161,0.0,0.009591256,0.009591256,3.9118669456755323E-4,0,0.0,0,0.02233324737924526
n38,OK,,OK,17,1,5.0,9.0,0.17385516506922258,0.17893665378351573,0.0,5.751005E-6,5.751005E-6,7.313705137752949E-4,0,0.0,0,6.232690651542923E-4
n39,PO,,PO,41,6,63.0,6.0,0.35050993022007515,0.3783563042368575,0.0020993330069181146,0.034288015,0.034288015,0.0015265699251627604,0,0.26666666666666666,4,0.08669618097383315
n40,PP,,PP,32,1,6.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n41,PUUL,,PUUL,37,4,51.0,6.0,0.34531993654151244,0.37156712608473913,1.1565369884477969E-4,0.029117828,0.029117828,0.0010192948584720131,0,0.6666666666666666,4,0.07316544570713601
n42,Palette,,Palette,9,2,15.0,6.0,0.28465562336530076,0.3015824400204189,0.0,0.0046291593,0.0046291593,6.44626549208968E-4,0,1.0,1,0.0138732570880992
n43,Q,,Q,32,1,36.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n44,QQ,,QQ,32,1,11.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n45,R,,R,32,1,9.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n46,RR,,RR,32,1,18.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n47,SEO,,SEO,24,7,115.0,6.0,0.34826666666666667,0.3772843287391546,0.001988335168673301,0.034981035,0.034981035,0.0017822622959629145,0,0.2857142857142857,6,0.0878055325421719
n48,SEODAU,,SEODAU,41,6,55.0,6.0,0.33452868852459017,0.3605155691679444,0.0028045260279437566,0.026173715,0.026173715,0.0015865211206800445,0,0.2,3,0.06524907094718672
n49,SNS,,SNS,34,4,56.0,6.0,0.30860113421550095,0.33147013782542234,0.002605103125324639,0.019834816,0.019834816,0.001174712313802736,0,0.5,3,0.047400031673525404
n50,URL,,URL,34,10,90.0,6.0,0.3190034196384954,0.3483920367534469,0.004337323660232067,0.034211922,0.034211922,0.002436265917214678,0,0.2,9,0.08322142930522673
n51,UpIn,,UpIn,37,6,71.0,6.0,0.3367715317173801,0.3626339969372147,3.2835313407931143E-4,0.033481155,0.033481155,0.0013453399464540933,0,0.4666666666666667,7,0.0813351969065518
n52,V,,V,32,1,6.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n53,W,,W,32,1,5.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n54,WEBサイト,,WEBサイト,36,22,340.0,5.0,0.36562150055991044,0.40201633486472854,0.015231988568764933,0.074096,0.074096,0.005134830869161277,0,0.12987012987012986,30,0.18030156234330041
n55,WELQ,,WELQ,37,15,230.0,6.0,0.358397365532382,0.39270035732516806,0.004485771655862072,0.066930994,0.066930994,0.0032274196257970457,0,0.22857142857142856,24,0.1595386662648268
n56,WW,,WW,32,1,12.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n57,Webサーバ,,Webサーバ,36,2,14.0,6.0,0.2937471884840306,0.3108728943338446,0.0,0.010198136,0.010198136,5.996849811033457E-4,0,1.0,1,0.024455874190538712
n58,Webページ,,Webページ,34,2,30.0,6.0,0.28868258178603007,0.3047217968351205,3.504985537769961E-5,0.0076508676,0.0076508676,6.1989534752627E-4,0,0.0,0,0.018404839769108075
n59,Whytelist,,Whytelist,34,1,9.0,7.0,0.23363148479427548,0.243400422956318,0.0,8.314287E-4,8.314287E-4,4.300234614901922E-4,0,0.0,0,0.0024164276462992945
n60,XX,,XX,32,1,5.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n61,Y,,Y,32,1,6.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n62,Z,,Z,32,1,12.0,7.0,0.27657772130453195,0.29679865820754014,0.0,0.005029681,0.005029681,4.6123574067103085E-4,0,0.0,0,0.014561169974932881
n63,curation,,curation,9,16,534.0,6.0,0.3580043859649123,0.39379785604900613,0.009239699034801036,0.06288893,0.06288893,0.00364024742296681,0,0.20833333333333334,25,0.15549914005115248
n64,cuta,,cuta,37,7,95.0,6.0,0.3597796143250689,0.388080653394591,1.850138058620957E-4,0.057755128,0.057755128,0.001466057261274806,0,0.6190476190476191,13,0.13759553177862915
n65,eコマース,,eコマース,41,1,5.0,7.0,0.2787025181391379,0.2940676730110119,0.0,0.0061688125,0.0061688125,3.844578976915234E-4,0,0.0,0,0.014913568550615628
n66,iemo,,iemo,4,21,399.0,6.0,0.3936106088004822,0.43113833588565614,0.0190954579341937,0.1087526,0.1087526,0.0044989970642574555,0,0.22857142857142856,48,0.263674651299694
n67,peroli,,peroli,4,5,323.0,6.0,0.34531993654151244,0.3728432873915279,8.434726307111539E-4,0.035700016,0.035700016,0.0012527731950967957,0,0.6,6,0.08842196096871432
n68,いずれ,,いずれ,4,1,5.0,6.0,0.29547511312217195,0.31199591628381906,0.0,0.009062792,0.009062792,3.909979311255778E-4,0,0.0,0,0.020785391426467938
n69,うち,,うち,41,4,40.0,6.0,0.33625128733264675,0.3609749872383886,5.2679759614079294E-5,0.029439075,0.029439075,9.721045346492075E-4,0,0.5,3,0.07187892489532235
n70,げ,,げ,20,3,74.0,7.0,0.25418450759050215,0.26640049587982173,0.00261439755182713,0.0016918421,0.0016918421,0.0010957751295956556,0,0.0,0,0.005319054913016608
n71,こと,,こと,40,125,1477.0,5.0,0.4572829131652661,0.5364471669218982,0.19683271180587317,0.3289039,0.3289039,0.02830799419231959,0,0.04353527406241804,332,0.8276552919877733
n72,これ,,これ,40,3,25.0,6.0,0.3284708249496982,0.351837672281778,3.500564808201859E-5,0.027177919,0.027177919,7.754606460030316E-4,0,0.6666666666666666,2,0.06470836062293965
n73,これら,,これら,41,1,6.0,6.0,0.3299646286003032,0.352194997447679,0.0,0.018960351,0.018960351,3.911678773603415E-4,0,0.0,0,0.04637986567976436
n74,その他,,その他,41,1,5.0,7.0,0.2787025181391379,0.2940676730110119,0.0,0.0061688125,0.0061688125,3.844578976915234E-4,0,0.0,0,0.014913568550615628
n75,その後,,その後,4,5,37.0,6.0,0.3597796143250689,0.3865747830525798,9.094405972565949E-5,0.051976655,0.051976655,0.0011539542244999193,0,0.8,8,0.12493697111028469
n76,それ,,それ,40,4,29.0,6.0,0.32913306451612906,0.35377743746809753,1.6054551853508572E-4,0.028824627,0.028824627,0.0010265329138604152,0,0.3333333333333333,2,0.06884384858422361
n77,それら,,それら,41,1,5.0,6.0,0.3299646286003032,0.352194997447679,0.0,0.018960351,0.018960351,3.911678773603415E-4,0,0.0,0,0.04637986567976436
n78,ため,,ため,40,26,227.0,6.0,0.3838918283362728,0.42309851965288436,0.008638610203589353,0.13617907,0.13617907,0.0053192475617315875,0,0.24,78,0.31908599408301125
n79,とおり,,とおり,42,14,191.0,6.0,0.35088662009672217,0.3817764165390527,0.008721377948985207,0.053926237,0.053926237,0.0032279461456411946,0,0.10989010989010989,10,0.12983994302002638
n80,ところ,,ところ,37,1,5.0,7.0,0.2639450282942603,0.2769415882739003,0.0,0.0032029704,0.0032029704,3.8069298052034414E-4,0,0.0,0,0.007496993924184861
n81,ないとはいえない,,ないとはいえない,17,2,27.0,7.0,0.271404821280133,0.2847516954714505,0.0,0.005906855,0.005906855,5.663531777257611E-4,0,1.0,1,0.014245234004839558
n82,の,,の,40,12,84.0,6.0,0.3710227272727273,0.40278203164880194,8.795162258632137E-4,0.089520365,0.089520365,0.0024613235153634707,0,0.5,33,0.21039187695107803
n83,もの,,もの,40,24,252.0,6.0,0.3859338061465721,0.42445125063808087,0.010658698345715867,0.11637971,0.11637971,0.005010670100394664,0,0.21739130434782608,60,0.2757837808103136
n84,よう,,よう,40,36,358.0,6.0,0.40863579474342926,0.4517866258295046,0.027846591114300556,0.16614467,0.16614467,0.007401103232855316,0,0.1899159663865546,113,0.4108689860699617
n85,ア,,ア,42,9,117.0,6.0,0.34242265338227584,0.3704696273609001,0.003586981527623925,0.038241748,0.038241748,0.001940634259300095,0,0.25,7,0.09699266334702547
n86,アップロード,,アップロード,34,3,51.0,6.0,0.3054256314312441,0.3266462480857592,9.85076457113972E-6,0.02130794,0.02130794,7.413060005936983E-4,0,0.3333333333333333,1,0.04901955750632926
n87,アフィリエイト,,アフィリエイト,36,2,48.0,6.0,0.3313039066463724,0.3544920877998996,1.5032900257330205E-4,0.020833217,0.020833217,5.868302554587351E-4,0,0.0,0,0.051509739078005504
n88,アプリ,,アプリ,9,1,8.0,8.0,0.21194417396949042,0.21893641070517025,0.0,1.6890075E-4,1.6890075E-4,4.7811835179276243E-4,0,0.0,0,0.0010498168020329768
n89,アマニュアル,,アマニュアル,42,2,14.0,6.0,0.2844076655052265,0.3003062787136298,0.0,0.01035689,0.01035689,5.626452507770393E-4,0,1.0,1,0.023996200149746547
n90,アルバイト,,アルバイト,18,2,74.0,6.0,0.2733361239012139,0.2894078611536499,5.421363816374147E-5,0.0056191157,0.0056191157,6.308125618966209E-4,0,0.0,0,0.013709187876662374
n91,イ,,イ,34,5,58.0,6.0,0.36277777777777775,0.3905053598774904,0.0018891330787113212,0.04869616,0.04869616,0.0012211268479389197,0,0.5,5,0.11779351735728608
n92,インターネット,,インターネット,0,1,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0013321807151073365,1,0.0,0,5.351872668406739E-4
n93,インターネット上,,インターネット上,40,1,8.0,7.0,0.2652315190901706,0.27648217020345656,0.0,0.002692861,0.002692861,3.984256393095392E-4,0,0.0,0,0.006197981737814113
n94,インターン,,インターン,18,3,48.0,7.0,0.28779197884530633,0.3050171370232632,1.599564542630518E-4,0.011141561,0.011141561,8.226902828667121E-4,0,0.0,0,0.026119792405258403
n95,インテリア,,インテリア,41,1,5.0,7.0,0.24857251617815,0.25861591190840727,0.0,9.726374E-4,9.726374E-4,4.916478661314697E-4,0,0.0,0,0.002661867819223091
n96,ウ,,ウ,42,6,45.0,6.0,0.32896725440806046,0.35816743236345217,0.001127286388081541,0.034358367,0.034358367,0.0014116746419127765,0,0.2,3,0.0823901109826547
n97,エ,,エ,42,2,17.0,6.0,0.2813442481688927,0.29619703930576863,3.241013597497187E-5,0.0075706714,0.0075706714,5.71448995345037E-4,0,0.0,0,0.01800006948599952
n98,オープン,,オープン,9,2,17.0,7.0,0.25369075369075367,0.2670312841828919,0.0,0.0016714194,0.0016714194,6.856400851386482E-4,0,1.0,1,0.00552760860693927
n99,キーワード,,キーワード,8,9,115.0,6.0,0.3393970893970894,0.36794282797345745,0.017784262468457265,0.028868776,0.028868776,0.0027835034484559435,0,0.16666666666666666,6,0.07339819232454016
n100,クラウドソーシング,,クラウドソーシング,44,3,96.0,6.0,0.29871912168344006,0.3178662582950493,1.6575644734995304E-4,0.012921667,0.012921667,8.092549563684141E-4,0,0.0,0,0.030395016961856276
n101,クレーム,,クレーム,30,1,7.0,6.0,0.27716468590831916,0.2901225114854518,0.0,0.0048584067,0.0048584067,3.8074944526609515E-4,0,0.0,0,0.010979312481094952
n102,グループ,,グループ,4,5,33.0,6.0,0.29735883424408016,0.3172281776416547,0.011052549985653803,0.00921484,0.00921484,0.0021741178172335197,0,0.0,0,0.023459782160301035
n103,グロースハック,,グロースハック,9,3,46.0,7.0,0.2801372801372801,0.3035878363596587,0.0021500522609275434,0.0066524586,0.0066524586,9.762047677656222E-4,0,0.0,0,0.020280232597903083
n104,ゲーム,,ゲーム,9,2,34.0,7.0,0.27151767151767153,0.2877269744038502,0.0,0.0031976833,0.0031976833,7.546833997316365E-4,0,1.0,1,0.010026193535981385
n105,コピペ,,コピペ,40,17,226.0,6.0,0.37356979405034324,0.40801429300663733,0.004186593058278525,0.087170996,0.087170996,0.0035801272599716265,0,0.20588235294117646,28,0.20695500718691162
n106,コピペアマニュアル,,コピペアマニュアル,42,1,8.0,6.0,0.27208333333333334,0.2851199591628381,0.0,0.0042095366,0.0042095366,3.903671691854487E-4,0,0.0,0,0.009766914011018554
n107,コピペチェックツール,,コピペチェックツール,34,1,13.0,7.0,0.2660961695191524,0.2773244366659374,0.0,0.0024248362,0.0024248362,4.3831824384383693E-4,0,0.0,0,0.005706037003502925
n108,コピー,,コピー,1,1,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0013321807151073365,2,0.0,0,5.351872668406739E-4
n109,コミュニケーション,,コミュニケーション,2,1,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0013321807151073365,3,0.0,0,5.351872668406739E-4
n110,コーポレート,,コーポレート,40,2,14.0,8.0,0.2148733135899967,0.22271020199810354,0.002605103125324639,1.9489086E-4,1.9489086E-4,0.001177710221652613,0,0.0,0,0.001494996246634155
n111,サイト,,サイト,41,38,488.0,6.0,0.38616203429923124,0.4311893823379274,0.03212806720465899,0.12890682,0.12890682,0.008344058140283345,0,0.09309309309309309,62,0.323785060110806
n112,サムネイル,,サムネイル,34,1,11.0,6.0,0.29269385925593905,0.3109239407861161,0.0,0.009591256,0.009591256,3.9118669456755323E-4,0,0.0,0,0.02233324737924526
n113,サンプル,,サンプル,41,3,79.0,6.0,0.33214649033570703,0.35553854007146674,7.388753403185355E-6,0.02338109,0.02338109,8.141547187445944E-4,0,0.6666666666666666,2,0.05698873512439207
n114,サーバ,,サーバ,40,4,91.0,6.0,0.30599812558575445,0.3281521184277704,2.3887666134536766E-4,0.01778073,0.01778073,0.001033964879676079,0,0.16666666666666666,1,0.04264589980757007
n115,サービス,,サービス,37,12,150.0,6.0,0.3390446521287643,0.3694742215416045,0.005646128154969873,0.04223326,0.04223326,0.002809505419359636,0,0.12121212121212122,8,0.10373807934573451
n116,サービス開始,,サービス開始,20,9,89.0,7.0,0.2911279536335265,0.31298038357762775,0.00288118556939276,0.018590674,0.018590674,0.0020397607978165353,0,0.05555555555555555,2,0.045271020904560755
n117,システム,,システム,34,10,125.0,6.0,0.31439576311988443,0.34333843797856184,0.008048800940181847,0.033015415,0.033015415,0.0026008626271275884,0,0.08888888888888889,4,0.0783303508153856
n118,タイアップ,,タイアップ,36,2,29.0,6.0,0.3313039066463724,0.3544920877998996,1.5032900257330205E-4,0.020833217,0.020833217,5.868302554587351E-4,0,0.0,0,0.051509739078005504
n119,タイトル,,タイトル,37,6,59.0,6.0,0.3415271966527197,0.36914241960183936,0.007850436322422603,0.04223444,0.04223444,0.0015498403717767962,0,0.5333333333333333,8,0.10000130189414723
n120,タオル,,タオル,33,2,20.0,6.0,0.3306329113924051,0.3535987748851471,0.005202215136767914,0.019003972,0.019003972,8.884684947236676E-4,0,0.0,0,0.047056139318663356
n121,タスク,,タスク,3,1,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0013321807151073365,4,0.0,0,5.351872668406739E-4
n122,チェック,,チェック,40,19,201.0,6.0,0.37507179781734634,0.41046452271567224,0.02327117756931002,0.08471229,0.08471229,0.004563640079261744,0,0.16374269005847952,28,0.20416797153062569
n123,チャット,,チャット,8,1,7.0,9.0,0.16873385012919898,0.1735348452806349,0.0,3.1856598E-6,3.1856598E-6,7.218936516329392E-4,0,0.0,0,6.88678260577169E-4
n124,チーム,,チーム,37,20,658.0,6.0,0.3466029723991507,0.3819295558958671,0.0029191006461819166,0.07367203,0.07367203,0.0040690750892648725,0,0.15789473684210525,30,0.1746305793213233
n125,テキスト,,テキスト,30,2,12.0,6.0,0.30064456721915284,0.32036753445635635,1.7249581143253488E-5,0.014449663,0.014449663,5.74522149182376E-4,0,0.0,0,0.033312559860340214
n126,テーマ,,テーマ,41,5,76.0,6.0,0.3376421923474664,0.36329760081674484,3.815624800143857E-4,0.029507577,0.029507577,0.0013271650195901096,0,0.6,6,0.07319601576423092
n127,ディレクター,,ディレクター,37,18,395.0,6.0,0.35335497835497837,0.3875446656457396,0.008620272798756405,0.07829097,0.07829097,0.003831195180878952,0,0.1895424836601307,29,0.18460674081300008
n128,ディー・エヌ・エー,,ディー・エヌ・エー,4,55,809.0,5.0,0.4191270860077022,0.4712608473711071,0.06754249400346378,0.18938097,0.18938097,0.012499223361049262,0,0.09966329966329966,148,0.4526366576577977
n129,ネットワーク,,ネットワーク,36,1,12.0,7.0,0.2522209347238316,0.2646029315248299,0.0,0.0018728654,0.0018728654,3.9307636874966596E-4,0,0.0,0,0.005129873398241151
n130,パレット,,パレット,7,1,17.0,8.0,0.21187540558079168,0.21824728359950404,0.0,1.3272818E-4,1.3272818E-4,5.798691447833253E-4,0,0.0,0,8.279137456575675E-4
n131,ヒアリング,,ヒアリング,40,3,17.0,7.0,0.2711794019933555,0.2851090206373514,4.374703061179907E-5,0.0054700775,0.0054700775,8.307951077791468E-4,0,0.0,0,0.01376915331178646
n132,ビジネス,,ビジネス,36,2,22.0,6.0,0.2742545149097018,0.28856559469116894,0.0,0.003457366,0.003457366,6.044474277755851E-4,0,1.0,1,0.009972083898616054
n133,ブラックリスト,,ブラックリスト,36,2,24.0,7.0,0.24158342582315945,0.2547327353606059,3.627835825291338E-5,0.0017536489,0.0017536489,7.179577316552318E-4,0,0.0,0,0.0049544408178109
n134,ブランド,,ブランド,44,1,5.0,9.0,0.1824022346368715,0.1880921996159378,0.0,2.5812185E-5,2.5812185E-5,6.261860806733442E-4,0,0.0,0,7.30624852087259E-4
n135,プラットフォーム,,プラットフォーム,9,9,83.0,6.0,0.3080188679245283,0.33147013782542223,0.0051259946193404505,0.016362138,0.016362138,0.002384686120200722,0,0.1388888888888889,5,0.04423534330662214
n136,プレスリリース,,プレスリリース,42,2,12.0,6.0,0.27231025854879065,0.28614088820826944,0.002605103125324639,0.004219199,0.004219199,8.765364046698005E-4,0,0.0,0,0.010318465772333087
n137,プロ,,プロ,5,5,78.0,6.0,0.3286361348766985,0.35359877488514696,0.007037283555448667,0.024996333,0.024996333,0.0017834806113954708,0,0.1,1,0.061135978691006294
n138,プロセス,,プロセス,41,6,63.0,6.0,0.30064456721915284,0.32202654415518206,0.002937983100548288,0.018827068,0.018827068,0.0016007078762602014,0,0.2,3,0.044505237792873416
